frame,time_s,track_id,height_px,dh_dt,ttc,r_squared,history_length,alert,score,iou
90,3.56,1,70.49866485595703,,,,1,False,0.405192494392395,0.0
92,3.64,1,71.07390594482422,,,,2,False,0.4196230471134186,0.9120277166366577
93,3.68,1,71.52442932128906,,,,3,False,0.4032127559185028,0.9393213987350464
94,3.72,1,71.69523620605469,,,,4,False,0.41849642992019653,0.9509460926055908
97,3.84,1,77.26787567138672,24.052999980413922,3.2124007705610547,0.8178739852435144,5,False,0.4244552552700043,0.8505894541740417
98,3.88,1,76.55754089355469,23.02548367044203,3.3249047876389293,0.8738557115549308,6,False,0.4219745993614197,0.9864924550056458
99,3.92,1,76.1788558959961,20.59563782255519,3.6987859542067336,0.867328708872213,7,True,0.43226975202560425,0.9542219638824463
100,3.96,1,77.12908935546875,19.629389963993333,3.9292657335224637,0.8847432286218871,8,True,0.42758604884147644,0.9637684226036072
101,4.0,1,78.9578857421875,20.2029037475586,3.908244415198438,0.9117522309750523,9,True,0.42645296454429626,0.9709954261779785
102,4.04,1,78.6268310546875,19.525711179718208,4.026835710668451,0.9207721486509858,10,True,0.43267402052879333,0.9318372011184692
103,4.08,1,76.98025512695312,17.72085768195182,4.344047929765571,0.8238033525324046,10,True,0.442725270986557,0.9509574770927429
104,4.12,1,77.60089874267578,14.864129286545966,5.220682439361922,0.7084741738996638,10,False,0.47604894638061523,0.8901945948600769
105,4.16,1,76.97467803955078,9.790963604401998,7.861808209045238,0.4494113187879759,10,False,0.460243284702301,0.9592428803443909
106,4.2,1,77.62012481689453,1.8822513927115339,41.237915996479366,0.07012766375690438,10,False,0.4931657910346985,0.9755387902259827
107,4.24,1,77.43850708007812,1.7466643362336853,44.335082290085566,0.06052691973674762,10,False,0.5072332620620728,0.9688930511474609
108,4.28,1,76.54364013671875,-0.8447936086941239,,0.014108529880724863,10,False,0.48944535851478577,0.9312304258346558
109,4.32,1,77.2330322265625,-3.1231007431490867,,0.25284493612028647,10,False,0.5076698064804077,0.9684954881668091
